source,line,function,ncalls,tottime,cumtime,run,backend
solution_clean_pennylane.py,171,save_plot,3,5.34e-05,1.4687638,1,Fran
solution_clean_qiskit.py,195,loss_plot,1,3.18e-05,1.0463207,1,Fran
solution_clean_qiskit.py,14,__init__,1,9.05e-05,0.8152745,2,Fran
solution_clean_pennylane.py,163,plot_matrix_as_image,1,4.16e-05,0.7752041000000001,1,Fran
solution_clean_qiskit.py,14,__init__,1,6.720000000000001e-05,0.7254096000000001,5,Fran
solution_clean_qiskit.py,14,__init__,1,6.69e-05,0.6825459,3,Fran
solution_clean_qiskit.py,14,__init__,1,5.7100000000000006e-05,0.6461239000000001,1,Fran
solution_clean_qiskit.py,14,__init__,1,5.36e-05,0.6331183,4,Fran
solution_clean_qiskit.py,195,loss_plot,1,3.09e-05,0.5922867,3,Fran
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,8.570000000000001e-05,0.5641018,1,Fran
solution_clean_pennylane.py,132,loss_plot,1,2.31e-05,0.5238685000000001,2,Fran
solution_clean_qiskit.py,195,loss_plot,1,3.13e-05,0.5050759,2,Fran
solution_clean_qiskit.py,195,loss_plot,1,2.5200000000000003e-05,0.4670351,5,Fran
solution_clean_qiskit.py,195,loss_plot,1,2.79e-05,0.4348873,4,Fran
solution_clean_pennylane.py,132,loss_plot,1,2.02e-05,0.3663902,4,Fran
solution_clean_pennylane.py,132,loss_plot,1,1.6100000000000002e-05,0.3635673,5,Fran
solution_clean_pennylane.py,132,loss_plot,1,1.6400000000000002e-05,0.3635492,3,Fran
solution_clean_pennylane.py,171,save_plot,3,1.59e-05,0.3231823,2,Fran
solution_clean_pennylane.py,171,save_plot,3,1.39e-05,0.2822004,5,Fran
solution_clean_pennylane.py,171,save_plot,3,1.4700000000000002e-05,0.2812009,3,Fran
solution_clean_pennylane.py,171,save_plot,3,1.32e-05,0.2810257,4,Fran
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.88e-05,0.1546666,1,Fran
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.58e-05,0.1525263,4,Fran
solution_clean_pennylane.py,163,plot_matrix_as_image,1,1.4700000000000002e-05,0.1512834,2,Fran
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.87e-05,0.1508289,3,Fran
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.88e-05,0.150394,2,Fran
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.67e-05,0.1482439,5,Fran
solution_clean_pennylane.py,163,plot_matrix_as_image,1,1.06e-05,0.1445182,4,Fran
solution_clean_pennylane.py,163,plot_matrix_as_image,1,1.05e-05,0.1441804,5,Fran
solution_clean_pennylane.py,163,plot_matrix_as_image,1,9.8e-06,0.1436304,3,Fran
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,2.74e-05,0.1279561,2,Fran
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,2.39e-05,0.1253765,1,Fran
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.88e-05,0.1193502,3,Fran
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.89e-05,0.1184858,5,Fran
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.77e-05,0.1172863,4,Fran
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,2.16e-05,0.1162513,2,Fran
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.96e-05,0.1073764,5,Fran
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.74e-05,0.1064128,3,Fran
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,2.43e-05,0.1049017,4,Fran
solution_clean_pennylane.py,180,from_image,1,9.38e-05,0.0513691,3,Fran
solution_clean_qiskit.py,123,<genexpr>,2000,0.0039404,0.0269065,1,Fran
solution_clean_qiskit.py,252,from_image,1,2.25e-05,0.0243756,3,Fran
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0006643,0.0212019,1,Fran
solution_clean_qiskit.py,252,from_image,1,5.92e-05,0.0181565,2,Fran
solution_clean_qiskit.py,123,<genexpr>,2000,0.0019434,0.0147843,2,Fran
solution_clean_pennylane.py,180,from_image,1,0.0003592,0.0123437,1,Fran
solution_clean_pennylane.py,39,<listcomp>,12928,0.0120089,0.0120089,1,Fran
solution_clean_qiskit.py,123,<genexpr>,2000,0.0016322,0.0117478,5,Fran
solution_clean_qiskit.py,123,<genexpr>,2000,0.0015099,0.0114272,4,Fran
solution_clean_qiskit.py,123,<genexpr>,2000,0.0014774,0.0111985,3,Fran
solution_clean_pennylane.py,39,<listcomp>,12928,0.0111483,0.0111483,3,Fran
solution_clean_pennylane.py,39,<listcomp>,12928,0.0110492,0.0110492,5,Fran
solution_clean_pennylane.py,39,<listcomp>,12928,0.0109338,0.0109338,4,Fran
solution_clean_pennylane.py,39,<listcomp>,12928,0.0109167,0.0109167,2,Fran
solution_clean_qiskit.py,93,<listcomp>,200,0.0030756,0.0098,1,Fran
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0002283,0.0066858,1,Fran
solution_clean_pennylane.py,190,random_matrix,1,0.0002327,0.006376,1,Fran
solution_clean_qiskit.py,93,<listcomp>,200,0.0018553,0.005829,2,Fran
solution_clean_pennylane.py,180,from_image,1,4.2e-05,0.0053416,2,Fran
solution_clean_pennylane.py,180,from_image,1,4.31e-05,0.0051471,5,Fran
solution_clean_qiskit.py,252,from_image,1,2.2700000000000003e-05,0.0050943,4,Fran
solution_clean_qiskit.py,252,from_image,1,1.9900000000000003e-05,0.0048392,1,Fran
solution_clean_pennylane.py,180,from_image,1,4.2e-05,0.0048343,4,Fran
solution_clean_qiskit.py,252,from_image,1,2.1300000000000003e-05,0.0047299,5,Fran
solution_clean_qiskit.py,93,<listcomp>,200,0.0014122,0.0045954,4,Fran
solution_clean_qiskit.py,93,<listcomp>,200,0.0014858,0.0045145,5,Fran
solution_clean_qiskit.py,93,<listcomp>,200,0.0014107,0.0045037,3,Fran
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0002391,0.0035797,2,Fran
solution_clean_qiskit.py,261,generate_random_matrix,1,4.9000000000000005e-05,0.0021711,1,Fran
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0001596,0.0018233,2,Fran
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0001337,0.0016742,5,Fran
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0001392,0.0016737,3,Fran
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0001256,0.0016282,4,Fran
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0001855,0.0008944,4,Fran
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000169,0.0008653,3,Fran
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0001756,0.0008621,5,Fran
solution_clean_qiskit.py,188,__init__,1,6.200000000000001e-06,0.0006898,2,Fran
solution_clean_qiskit.py,188,__init__,1,5.1e-06,0.0005755,5,Fran
solution_clean_qiskit.py,188,__init__,1,5.600000000000001e-06,0.0004858,1,Fran
solution_clean_qiskit.py,188,__init__,1,4.000000000000001e-06,0.0003578,4,Fran
solution_clean_qiskit.py,188,__init__,1,3.7e-06,0.0003355,3,Fran
solution_clean_qiskit.py,261,generate_random_matrix,1,2.49e-05,0.0001846,2,Fran
solution_clean_pennylane.py,190,random_matrix,1,2.75e-05,0.0001296,2,Fran
solution_clean_pennylane.py,190,random_matrix,1,3.18e-05,0.0001284,3,Fran
solution_clean_pennylane.py,190,random_matrix,1,3.04e-05,0.0001127,5,Fran
solution_clean_qiskit.py,261,generate_random_matrix,1,2.09e-05,0.0001085,4,Fran
solution_clean_pennylane.py,190,random_matrix,1,2.01e-05,0.0001065,4,Fran
solution_clean_qiskit.py,261,generate_random_matrix,1,3.1700000000000005e-05,0.0001041,3,Fran
solution_clean_qiskit.py,261,generate_random_matrix,1,2.01e-05,0.0001016,5,Fran
solution_clean_qiskit.py,13,VQSVD,1,2e-05,2e-05,5,Fran
solution_clean_pennylane.py,34,<listcomp>,1,1.14e-05,1.7500000000000002e-05,3,Fran
solution_clean_pennylane.py,34,<listcomp>,1,9.8e-06,1.59e-05,1,Fran
solution_clean_qiskit.py,13,VQSVD,1,1.23e-05,1.23e-05,2,Fran
solution_clean_qiskit.py,13,VQSVD,1,1.04e-05,1.04e-05,4,Fran
solution_clean_pennylane.py,34,<listcomp>,1,5e-06,8.1e-06,2,Fran
solution_clean_qiskit.py,13,VQSVD,1,7.9e-06,7.9e-06,3,Fran
solution_clean_pennylane.py,34,<listcomp>,1,4.6e-06,7.7e-06,4,Fran
solution_clean_pennylane.py,34,<listcomp>,1,4.4e-06,7.4e-06,5,Fran
solution_clean_qiskit.py,13,VQSVD,1,7.100000000000001e-06,7.100000000000001e-06,1,Fran
solution_clean_pennylane.py,10,VQSVD,1,6.200000000000001e-06,6.200000000000001e-06,3,Fran
solution_clean_pennylane.py,10,VQSVD,1,5.2e-06,5.2e-06,1,Fran
solution_clean_pennylane.py,65,get_matrix_U,1,4.4e-06,4.4e-06,4,Fran
solution_clean_qiskit.py,187,LossPlot,1,3.8e-06,3.8e-06,2,Fran
solution_clean_pennylane.py,10,VQSVD,1,3.3e-06,3.3e-06,2,Fran
solution_clean_pennylane.py,10,VQSVD,1,3.2000000000000003e-06,3.2000000000000003e-06,4,Fran
solution_clean_pennylane.py,129,__init__,1,3.2000000000000003e-06,3.2000000000000003e-06,1,Fran
solution_clean_qiskit.py,187,LossPlot,1,3e-06,3e-06,4,Fran
solution_clean_pennylane.py,10,VQSVD,1,3e-06,3e-06,5,Fran
solution_clean_qiskit.py,187,LossPlot,1,2.6e-06,2.6e-06,1,Fran
solution_clean_pennylane.py,128,LossPlot,1,2.5e-06,2.5e-06,3,Fran
solution_clean_qiskit.py,187,LossPlot,1,2.4000000000000003e-06,2.4000000000000003e-06,5,Fran
solution_clean_qiskit.py,187,LossPlot,1,2.3e-06,2.3e-06,3,Fran
solution_clean_pennylane.py,65,get_matrix_U,1,1.7e-06,1.7e-06,1,Fran
solution_clean_pennylane.py,128,LossPlot,1,1.7e-06,1.7e-06,1,Fran
solution_clean_qiskit.py,245,MatGenerator,1,1.7e-06,1.7e-06,2,Fran
solution_clean_qiskit.py,245,MatGenerator,1,1.6e-06,1.6e-06,4,Fran
solution_clean_pennylane.py,128,LossPlot,1,1.3e-06,1.3e-06,2,Fran
solution_clean_pennylane.py,128,LossPlot,1,1.2000000000000002e-06,1.2000000000000002e-06,4,Fran
solution_clean_pennylane.py,128,LossPlot,1,1.2000000000000002e-06,1.2000000000000002e-06,5,Fran
solution_clean_qiskit.py,245,MatGenerator,1,1.1e-06,1.1e-06,1,Fran
solution_clean_qiskit.py,245,MatGenerator,1,1.0000000000000002e-06,1.0000000000000002e-06,3,Fran
solution_clean_pennylane.py,177,__init__,1,1.0000000000000002e-06,1.0000000000000002e-06,3,Fran
solution_clean_pennylane.py,176,MatGenerator,1,1.0000000000000002e-06,1.0000000000000002e-06,3,Fran
solution_clean_qiskit.py,245,MatGenerator,1,1.0000000000000002e-06,1.0000000000000002e-06,5,Fran
solution_clean_pennylane.py,68,get_matrix_V,1,9.000000000000001e-07,9.000000000000001e-07,1,Fran
solution_clean_qiskit.py,75,get_matrix_U,1,8.000000000000001e-07,8.000000000000001e-07,5,Fran
solution_clean_qiskit.py,246,__init__,1,8.000000000000001e-07,8.000000000000001e-07,2,Fran
solution_clean_pennylane.py,129,__init__,1,8.000000000000001e-07,8.000000000000001e-07,2,Fran
solution_clean_qiskit.py,75,get_matrix_U,1,7.000000000000001e-07,7.000000000000001e-07,1,Fran
solution_clean_qiskit.py,75,get_matrix_U,1,7.000000000000001e-07,7.000000000000001e-07,2,Fran
solution_clean_pennylane.py,129,__init__,1,6.000000000000001e-07,6.000000000000001e-07,4,Fran
solution_clean_pennylane.py,176,MatGenerator,1,6.000000000000001e-07,6.000000000000001e-07,1,Fran
solution_clean_pennylane.py,176,MatGenerator,1,6.000000000000001e-07,6.000000000000001e-07,5,Fran
solution_clean_pennylane.py,177,__init__,1,6.000000000000001e-07,6.000000000000001e-07,1,Fran
solution_clean_pennylane.py,129,__init__,1,5.000000000000001e-07,5.000000000000001e-07,5,Fran
solution_clean_qiskit.py,75,get_matrix_U,1,5.000000000000001e-07,5.000000000000001e-07,4,Fran
solution_clean_pennylane.py,129,__init__,1,5.000000000000001e-07,5.000000000000001e-07,3,Fran
solution_clean_pennylane.py,176,MatGenerator,1,5.000000000000001e-07,5.000000000000001e-07,4,Fran
solution_clean_pennylane.py,65,get_matrix_U,1,5.000000000000001e-07,5.000000000000001e-07,2,Fran
solution_clean_qiskit.py,78,get_matrix_V,1,5.000000000000001e-07,5.000000000000001e-07,2,Fran
solution_clean_qiskit.py,246,__init__,1,5.000000000000001e-07,5.000000000000001e-07,4,Fran
solution_clean_pennylane.py,68,get_matrix_V,1,5.000000000000001e-07,5.000000000000001e-07,4,Fran
solution_clean_pennylane.py,65,get_matrix_U,1,4.0000000000000003e-07,4.0000000000000003e-07,3,Fran
solution_clean_pennylane.py,68,get_matrix_V,1,4.0000000000000003e-07,4.0000000000000003e-07,3,Fran
solution_clean_pennylane.py,176,MatGenerator,1,4.0000000000000003e-07,4.0000000000000003e-07,2,Fran
solution_clean_qiskit.py,246,__init__,1,4.0000000000000003e-07,4.0000000000000003e-07,1,Fran
solution_clean_qiskit.py,246,__init__,1,4.0000000000000003e-07,4.0000000000000003e-07,5,Fran
solution_clean_pennylane.py,177,__init__,1,4.0000000000000003e-07,4.0000000000000003e-07,2,Fran
solution_clean_qiskit.py,78,get_matrix_V,1,4.0000000000000003e-07,4.0000000000000003e-07,5,Fran
solution_clean_qiskit.py,246,__init__,1,4.0000000000000003e-07,4.0000000000000003e-07,3,Fran
solution_clean_pennylane.py,177,__init__,1,3.0000000000000004e-07,3.0000000000000004e-07,4,Fran
solution_clean_qiskit.py,78,get_matrix_V,1,3.0000000000000004e-07,3.0000000000000004e-07,3,Fran
solution_clean_pennylane.py,177,__init__,1,3.0000000000000004e-07,3.0000000000000004e-07,5,Fran
solution_clean_qiskit.py,75,get_matrix_U,1,3.0000000000000004e-07,3.0000000000000004e-07,3,Fran
solution_clean_pennylane.py,65,get_matrix_U,1,3.0000000000000004e-07,3.0000000000000004e-07,5,Fran
solution_clean_qiskit.py,78,get_matrix_V,1,3.0000000000000004e-07,3.0000000000000004e-07,4,Fran
solution_clean_pennylane.py,68,get_matrix_V,1,2.0000000000000002e-07,2.0000000000000002e-07,2,Fran
solution_clean_qiskit.py,78,get_matrix_V,1,2.0000000000000002e-07,2.0000000000000002e-07,1,Fran
solution_clean_pennylane.py,68,get_matrix_V,1,2.0000000000000002e-07,2.0000000000000002e-07,5,Fran
solution_clean_qiskit.py,1,<module>,1,7.2458e-05,3300.655322125,1,William
solution_clean_qiskit.py,98,train,1,0.004039532,3298.8843047920004,1,William
solution_clean_qiskit.py,114,numerical_gradient_parallel,100,0.000902064,3263.702111127,1,William
solution_clean_qiskit.py,1,<module>,1,0.000153837,3232.416243959,2,William
solution_clean_qiskit.py,98,train,1,0.004022826,3230.857246292,2,William
solution_clean_qiskit.py,114,numerical_gradient_parallel,100,0.000852505,3196.5338582900004,2,William
solution_clean_qiskit.py,1,<module>,1,0.000104956,3193.8009648330003,3,William
solution_clean_qiskit.py,98,train,1,0.003880081,3192.240010459,3,William
solution_clean_qiskit.py,114,numerical_gradient_parallel,100,0.000831374,3158.1511827540003,3,William
solution_clean_qiskit.py,1,<module>,1,0.000103494,3124.305876417,5,William
solution_clean_qiskit.py,98,train,1,0.003920934,3122.6505970000003,5,William
solution_clean_qiskit.py,1,<module>,1,5.8667000000000006e-05,3120.150393375,4,William
solution_clean_qiskit.py,98,train,1,0.003869422,3118.501277625,4,William
solution_clean_qiskit.py,114,numerical_gradient_parallel,100,0.000830363,3088.8587255360003,5,William
solution_clean_qiskit.py,114,numerical_gradient_parallel,100,0.000836793,3084.399457123,4,William
solution_clean_pennylane.py,1,<module>,1,4.7043e-05,1780.423491208,1,William
solution_clean_pennylane.py,87,train,1,0.001421802,1773.8291201670002,1,William
solution_clean_pennylane.py,1,<module>,1,7.8248e-05,1771.581920416,5,William
solution_clean_pennylane.py,87,train,1,0.001413319,1765.034510292,5,William
solution_clean_pennylane.py,1,<module>,1,4.5212e-05,1762.6566682500002,4,William
solution_clean_pennylane.py,1,<module>,1,5.3710000000000006e-05,1761.234471417,3,William
solution_clean_pennylane.py,1,<module>,1,4.6872e-05,1758.595049958,2,William
solution_clean_pennylane.py,87,train,1,0.001368165,1756.1246621250002,4,William
solution_clean_pennylane.py,87,train,1,0.001470337,1754.673204333,3,William
solution_clean_pennylane.py,87,train,1,0.001451208,1752.002578167,2,William
solution_clean_pennylane.py,58,get_unitary_matrix,404,0.015174457,1437.317409549,1,William
solution_clean_pennylane.py,58,get_unitary_matrix,404,0.017845088,1429.941217836,5,William
solution_clean_pennylane.py,71,loss_func,200,0.008121287,1428.610339158,1,William
solution_clean_pennylane.py,58,get_unitary_matrix,404,0.017210357,1424.270778121,4,William
solution_clean_pennylane.py,58,get_unitary_matrix,404,0.015746808,1422.4316501970002,3,William
solution_clean_pennylane.py,71,loss_func,200,0.008169928,1421.2563271620002,5,William
solution_clean_pennylane.py,58,get_unitary_matrix,404,0.015511858,1420.5731502150002,2,William
solution_clean_pennylane.py,71,loss_func,200,0.007981398,1415.628896498,4,William
solution_clean_pennylane.py,71,loss_func,200,0.007995882,1413.755942081,3,William
solution_clean_pennylane.py,71,loss_func,200,0.008033901,1411.8628774150002,2,William
solution_clean_pennylane.py,95,<lambda>,100,0.00024026,986.388444505,1,William
solution_clean_pennylane.py,95,<lambda>,100,0.000217505,981.094994377,5,William
solution_clean_pennylane.py,95,<lambda>,100,0.000244082,977.104058625,4,William
solution_clean_pennylane.py,95,<lambda>,100,0.000228582,975.727442582,3,William
solution_clean_pennylane.py,95,<lambda>,100,0.000232045,974.164449,2,William
solution_clean_pennylane.py,36,_basis_circuit,12928,0.042491012,123.112228951,1,William
solution_clean_pennylane.py,36,_basis_circuit,12928,0.043725493,122.704569953,5,William
solution_clean_pennylane.py,49,ansatz,12928,2.281367355,122.597626694,1,William
solution_clean_pennylane.py,36,_basis_circuit,12928,0.042401975,122.313068721,4,William
solution_clean_pennylane.py,49,ansatz,12928,2.291642163,122.183508287,5,William
solution_clean_pennylane.py,36,_basis_circuit,12928,0.040684179,121.817648464,2,William
solution_clean_pennylane.py,49,ansatz,12928,2.332144314,121.805748894,4,William
solution_clean_pennylane.py,36,_basis_circuit,12928,0.042638332,121.607141244,3,William
solution_clean_pennylane.py,49,ansatz,12928,2.282935295,121.308534576,2,William
solution_clean_pennylane.py,49,ansatz,12928,2.285352751,121.094281277,3,William
solution_clean_qiskit.py,57,get_unitary_matrix,404,0.100936088,67.757951003,1,William
solution_clean_qiskit.py,81,loss_func,200,0.013091601,67.084880326,1,William
solution_clean_qiskit.py,57,get_unitary_matrix,404,0.098971845,66.975326837,4,William
solution_clean_qiskit.py,57,get_unitary_matrix,404,0.098601053,66.72069792100001,2,William
solution_clean_qiskit.py,57,get_unitary_matrix,404,0.099931135,66.641129709,3,William
solution_clean_qiskit.py,57,get_unitary_matrix,404,0.099976605,66.377109196,5,William
solution_clean_qiskit.py,81,loss_func,200,0.012990001,66.350551334,4,William
solution_clean_qiskit.py,81,loss_func,200,0.012855671,66.094258963,2,William
solution_clean_qiskit.py,81,loss_func,200,0.012893711,66.01020008500001,3,William
solution_clean_qiskit.py,81,loss_func,200,0.012777289,65.753688948,5,William
solution_clean_qiskit.py,110,loss_only,100,8.675600000000001e-05,32.579483209,4,William
solution_clean_qiskit.py,110,loss_only,100,9.0089e-05,32.291486504000005,5,William
solution_clean_qiskit.py,110,loss_only,100,8.7996e-05,32.247799786,3,William
solution_clean_qiskit.py,110,loss_only,100,7.982900000000001e-05,32.235662035000004,1,William
solution_clean_qiskit.py,110,loss_only,100,8.440800000000001e-05,32.101381077,2,William
solution_clean_qiskit.py,47,ansatz,12928,1.040891987,23.998261053,1,William
solution_clean_qiskit.py,47,ansatz,12928,1.051955389,23.654121891000003,2,William
solution_clean_qiskit.py,47,ansatz,12928,1.023194893,23.643138731,3,William
solution_clean_qiskit.py,47,ansatz,12928,1.006718849,23.489954895,4,William
solution_clean_qiskit.py,47,ansatz,12928,1.014638354,23.481556478,5,William
solution_clean_pennylane.py,11,__init__,1,2.4958e-05,4.479302958,2,William
solution_clean_pennylane.py,11,__init__,1,2.3249e-05,4.475481,1,William
solution_clean_pennylane.py,11,__init__,1,2.5333000000000003e-05,4.466812166,4,William
solution_clean_pennylane.py,11,__init__,1,2.5920000000000003e-05,4.4655541670000005,3,William
solution_clean_pennylane.py,11,__init__,1,2.3332000000000003e-05,4.460525083,5,William
solution_clean_pennylane.py,171,save_plot,3,8.083e-06,0.7252879990000001,1,William
solution_clean_pennylane.py,171,save_plot,3,7.625000000000001e-06,0.7227437080000001,5,William
solution_clean_pennylane.py,171,save_plot,3,7.585e-06,0.718060708,3,William
solution_clean_pennylane.py,171,save_plot,3,8.792e-06,0.7137155000000001,2,William
solution_clean_pennylane.py,171,save_plot,3,8.252e-06,0.71081696,4,William
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.0998e-05,0.6270833330000001,1,William
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.5042e-05,0.6253379170000001,5,William
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.0457e-05,0.6200171250000001,3,William
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.1331e-05,0.615005125,2,William
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.0625e-05,0.6134919160000001,4,William
solution_clean_qiskit.py,14,__init__,1,4.6459e-05,0.363026833,1,William
solution_clean_qiskit.py,14,__init__,1,3.7792e-05,0.326908459,3,William
solution_clean_qiskit.py,14,__init__,1,2.7709e-05,0.318471459,2,William
solution_clean_qiskit.py,14,__init__,1,2.8459000000000003e-05,0.316535458,4,William
solution_clean_qiskit.py,14,__init__,1,2.7919e-05,0.316157458,5,William
solution_clean_qiskit.py,195,loss_plot,1,2.6918e-05,0.296184417,1,William
solution_clean_qiskit.py,195,loss_plot,1,4.1333000000000006e-05,0.292461958,5,William
solution_clean_qiskit.py,195,loss_plot,1,4.3543e-05,0.283963166,3,William
solution_clean_qiskit.py,195,loss_plot,1,2.9461e-05,0.283549667,2,William
solution_clean_qiskit.py,195,loss_plot,1,1.4833e-05,0.283518875,4,William
solution_clean_pennylane.py,132,loss_plot,1,1.1627e-05,0.247013042,2,William
solution_clean_pennylane.py,132,loss_plot,1,1.1624e-05,0.246966291,4,William
solution_clean_pennylane.py,132,loss_plot,1,1.4542e-05,0.246417959,3,William
solution_clean_pennylane.py,132,loss_plot,1,1.1627e-05,0.246150042,5,William
solution_clean_pennylane.py,132,loss_plot,1,1.2832e-05,0.243634042,1,William
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.6709000000000002e-05,0.107840583,4,William
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.8415e-05,0.102297667,3,William
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.3085e-05,0.100701959,2,William
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.2207e-05,0.097441958,1,William
solution_clean_qiskit.py,231,plot_matrix_as_image,1,1.3749000000000002e-05,0.08842175,5,William
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.7460000000000002e-05,0.084130834,5,William
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,2.025e-05,0.081386458,2,William
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.5416e-05,0.074613458,3,William
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.291e-06,0.074350667,1,William
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.2930000000000006e-06,0.073880417,2,William
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.125000000000001e-06,0.073743958,3,William
solution_clean_pennylane.py,163,plot_matrix_as_image,1,5.918000000000001e-06,0.073135292,5,William
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,9.628e-06,0.072201,4,William
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.082e-06,0.072199666,4,William
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,9.792e-06,0.060588417,1,William
solution_clean_pennylane.py,39,<listcomp>,12928,0.006121631,0.006121631,5,William
solution_clean_pennylane.py,39,<listcomp>,12928,0.005965034,0.005965034,1,William
solution_clean_pennylane.py,39,<listcomp>,12928,0.005854952,0.005854952,4,William
solution_clean_pennylane.py,39,<listcomp>,12928,0.005783927,0.005783927,2,William
solution_clean_pennylane.py,39,<listcomp>,12928,0.005677592,0.005677592,3,William
solution_clean_qiskit.py,123,<genexpr>,2000,0.000708005,0.0055456,5,William
solution_clean_qiskit.py,123,<genexpr>,2000,0.00068534,0.00540868,4,William
solution_clean_qiskit.py,123,<genexpr>,2000,0.000702738,0.005403018,3,William
solution_clean_qiskit.py,123,<genexpr>,2000,0.00070742,0.005396775,1,William
solution_clean_qiskit.py,123,<genexpr>,2000,0.000679521,0.005329664,2,William
solution_clean_pennylane.py,180,from_image,1,2.9083000000000003e-05,0.0048155,4,William
solution_clean_pennylane.py,180,from_image,1,2.6001e-05,0.004655458,3,William
solution_clean_pennylane.py,180,from_image,1,2.8376e-05,0.004648167,2,William
solution_clean_pennylane.py,180,from_image,1,2.8001e-05,0.004603167,5,William
solution_clean_pennylane.py,180,from_image,1,3.1833000000000005e-05,0.004541917,1,William
solution_clean_qiskit.py,252,from_image,1,1.8419e-05,0.004501084,1,William
solution_clean_qiskit.py,252,from_image,1,1.3582e-05,0.004059291,2,William
solution_clean_qiskit.py,252,from_image,1,1.4083e-05,0.003914459,4,William
solution_clean_qiskit.py,252,from_image,1,1.2041e-05,0.003890334,5,William
solution_clean_qiskit.py,252,from_image,1,1.3876e-05,0.003837334,3,William
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000118039,0.002235708,1,William
solution_clean_qiskit.py,93,<listcomp>,200,0.000551075,0.001880841,3,William
solution_clean_qiskit.py,93,<listcomp>,200,0.000542479,0.001866328,5,William
solution_clean_qiskit.py,93,<listcomp>,200,0.000524065,0.001861666,1,William
solution_clean_qiskit.py,93,<listcomp>,200,0.000515337,0.001848844,4,William
solution_clean_qiskit.py,93,<listcomp>,200,0.000530071,0.001831747,2,William
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000453667,0.001241042,5,William
solution_clean_qiskit.py,261,generate_random_matrix,1,2.1459e-05,0.001128625,1,William
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.688100000000001e-05,0.001043167,3,William
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.7045e-05,0.001035875,1,William
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.8953e-05,0.001000208,2,William
solution_clean_pennylane.py,112,frobenius_norm_error,1,7.6629e-05,0.000996708,4,William
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.2791e-05,0.000982167,5,William
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.00011567,0.000779625,3,William
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000120624,0.000637125,2,William
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000112125,0.000567292,4,William
solution_clean_qiskit.py,261,generate_random_matrix,1,3.1e-05,0.000195375,2,William
solution_clean_pennylane.py,190,random_matrix,1,3.5874e-05,0.000139708,5,William
solution_clean_pennylane.py,190,random_matrix,1,1.6749000000000002e-05,8.6333e-05,3,William
solution_clean_pennylane.py,190,random_matrix,1,1.2333e-05,8.3583e-05,4,William
solution_clean_qiskit.py,261,generate_random_matrix,1,1.3709e-05,8.1833e-05,5,William
