file,line,function,ncalls,tottime,cumtime,backend,run
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.6100000000000002e-05,0.09808120000000001,solution_clean_qiskit,3
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,2.2100000000000002e-05,0.09771350000000001,solution_clean_pennylane,4
solution_clean_paddle.py,121,plot_singular_values_comparison,1,1.56e-05,0.0967809,solution_clean_paddle,4
solution_clean_pennylane.py,146,plot_singular_values_comparison,1,1.83e-05,0.0939961,solution_clean_pennylane,2
solution_clean_paddle.py,121,plot_singular_values_comparison,1,1.7500000000000002e-05,0.0930222,solution_clean_paddle,2
solution_clean_paddle.py,121,plot_singular_values_comparison,1,1.74e-05,0.0924877,solution_clean_paddle,3
solution_clean_paddle.py,16,__init__,1,1.08e-05,0.031154800000000003,solution_clean_paddle,1
solution_clean_paddle.py,36,U_theta,2,7.790000000000001e-05,0.030934000000000003,solution_clean_paddle,1
solution_clean_paddle.py,16,__init__,1,7.2000000000000005e-06,0.025824000000000003,solution_clean_paddle,2
solution_clean_paddle.py,36,U_theta,2,5.97e-05,0.025609000000000003,solution_clean_paddle,2
solution_clean_paddle.py,16,__init__,1,5.7000000000000005e-06,0.0248499,solution_clean_paddle,4
solution_clean_paddle.py,36,U_theta,2,5.64e-05,0.024685500000000003,solution_clean_paddle,4
solution_clean_paddle.py,16,__init__,1,7.100000000000001e-06,0.024105,solution_clean_paddle,5
solution_clean_paddle.py,16,__init__,1,1.06e-05,0.0239819,solution_clean_paddle,3
solution_clean_paddle.py,36,U_theta,2,5.55e-05,0.023950700000000002,solution_clean_paddle,5
solution_clean_paddle.py,36,U_theta,2,5.67e-05,0.0238271,solution_clean_paddle,3
solution_clean_qiskit.py,252,from_image,1,1.6400000000000002e-05,0.0183525,solution_clean_qiskit,5
solution_clean_pennylane.py,39,<listcomp>,12928,0.0113915,0.0113915,solution_clean_pennylane,1
solution_clean_pennylane.py,39,<listcomp>,12928,0.0108334,0.0108334,solution_clean_pennylane,5
solution_clean_pennylane.py,39,<listcomp>,12928,0.0105304,0.0105304,solution_clean_pennylane,2
solution_clean_qiskit.py,123,<genexpr>,2000,0.0013805,0.0105219,solution_clean_qiskit,2
solution_clean_qiskit.py,123,<genexpr>,2000,0.0015088,0.0103073,solution_clean_qiskit,1
solution_clean_pennylane.py,39,<listcomp>,12928,0.010283500000000001,0.010283500000000001,solution_clean_pennylane,4
solution_clean_qiskit.py,123,<genexpr>,2000,0.0013855,0.010254800000000001,solution_clean_qiskit,3
solution_clean_pennylane.py,39,<listcomp>,12928,0.010248,0.010248,solution_clean_pennylane,3
solution_clean_qiskit.py,123,<genexpr>,2000,0.0013824,0.0100932,solution_clean_qiskit,4
solution_clean_qiskit.py,123,<genexpr>,2000,0.0012509,0.0094509,solution_clean_qiskit,5
solution_clean_pennylane.py,180,from_image,1,4.4200000000000004e-05,0.005884100000000001,solution_clean_pennylane,1
solution_clean_paddle.py,155,from_image,1,5.36e-05,0.005262,solution_clean_paddle,1
solution_clean_pennylane.py,180,from_image,1,4.5100000000000005e-05,0.0048266,solution_clean_pennylane,3
solution_clean_qiskit.py,252,from_image,1,1.74e-05,0.004309100000000001,solution_clean_qiskit,1
solution_clean_paddle.py,155,from_image,1,3.3900000000000004e-05,0.0042306,solution_clean_paddle,3
solution_clean_qiskit.py,252,from_image,1,2.57e-05,0.004197800000000001,solution_clean_qiskit,4
solution_clean_pennylane.py,180,from_image,1,3.85e-05,0.0041951,solution_clean_pennylane,4
solution_clean_qiskit.py,252,from_image,1,2.7400000000000002e-05,0.0041913,solution_clean_qiskit,2
solution_clean_pennylane.py,180,from_image,1,3.62e-05,0.0041863000000000004,solution_clean_pennylane,5
solution_clean_qiskit.py,93,<listcomp>,200,0.0013206000000000001,0.0041257,solution_clean_qiskit,3
solution_clean_qiskit.py,93,<listcomp>,200,0.001307,0.004113100000000001,solution_clean_qiskit,1
solution_clean_paddle.py,155,from_image,1,3.9200000000000004e-05,0.0041092,solution_clean_paddle,5
solution_clean_qiskit.py,93,<listcomp>,200,0.0013009,0.0040743,solution_clean_qiskit,2
solution_clean_pennylane.py,180,from_image,1,3.72e-05,0.0040732,solution_clean_pennylane,2
solution_clean_qiskit.py,93,<listcomp>,200,0.0013191000000000001,0.0040134,solution_clean_qiskit,5
solution_clean_qiskit.py,252,from_image,1,2.6700000000000002e-05,0.0039437000000000005,solution_clean_qiskit,3
solution_clean_qiskit.py,93,<listcomp>,200,0.0011974000000000002,0.0038656000000000003,solution_clean_qiskit,4
solution_clean_paddle.py,155,from_image,1,3.61e-05,0.0037377,solution_clean_paddle,2
solution_clean_paddle.py,155,from_image,1,3.19e-05,0.0032593,solution_clean_paddle,4
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.0001953,0.0024782000000000003,solution_clean_pennylane,5
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.00015470000000000002,0.0018792000000000001,solution_clean_pennylane,3
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.00012660000000000001,0.0015932000000000001,solution_clean_pennylane,2
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.00012030000000000001,0.0014217000000000001,solution_clean_pennylane,1
solution_clean_pennylane.py,112,frobenius_norm_error,1,0.00011690000000000001,0.0014032,solution_clean_pennylane,4
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0001685,0.0011740000000000001,solution_clean_qiskit,1
solution_clean_paddle.py,89,frobenius_norm_error,1,0.0002725,0.0011627,solution_clean_paddle,5
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.00023060000000000002,0.0010583,solution_clean_qiskit,5
solution_clean_paddle.py,89,frobenius_norm_error,1,0.0002244,0.0009393,solution_clean_paddle,1
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000162,0.0009021000000000001,solution_clean_qiskit,2
solution_clean_paddle.py,89,frobenius_norm_error,1,0.000203,0.0008152000000000001,solution_clean_paddle,4
solution_clean_paddle.py,89,frobenius_norm_error,1,0.0001856,0.0007694,solution_clean_paddle,2
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0001507,0.000702,solution_clean_qiskit,4
solution_clean_paddle.py,89,frobenius_norm_error,1,0.0001643,0.0006999,solution_clean_paddle,3
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.0001421,0.0006883000000000001,solution_clean_qiskit,3
solution_clean_qiskit.py,188,__init__,1,5.8e-06,0.000555,solution_clean_qiskit,5
solution_clean_qiskit.py,188,__init__,1,5.4e-06,0.0005267000000000001,solution_clean_qiskit,2
solution_clean_qiskit.py,188,__init__,1,3.3e-06,0.0004155,solution_clean_qiskit,4
solution_clean_qiskit.py,188,__init__,1,4.000000000000001e-06,0.0003643,solution_clean_qiskit,3
solution_clean_qiskit.py,188,__init__,1,3.6000000000000003e-06,0.00030710000000000004,solution_clean_qiskit,1
solution_clean_paddle.py,165,random_matrix,1,3.76e-05,0.0001416,solution_clean_paddle,1
solution_clean_paddle.py,165,random_matrix,1,3.3100000000000005e-05,0.00012570000000000002,solution_clean_paddle,5
solution_clean_pennylane.py,190,random_matrix,1,2.3800000000000003e-05,0.0001206,solution_clean_pennylane,5
solution_clean_qiskit.py,261,generate_random_matrix,1,1.98e-05,0.00010570000000000001,solution_clean_qiskit,5
solution_clean_paddle.py,165,random_matrix,1,3.1e-05,0.00010350000000000001,solution_clean_paddle,4
solution_clean_pennylane.py,190,random_matrix,1,1.98e-05,9.680000000000001e-05,solution_clean_pennylane,3
solution_clean_paddle.py,248,Mat_generator,1,2.61e-05,9.61e-05,solution_clean_paddle,5
solution_clean_paddle.py,165,random_matrix,1,2.5500000000000003e-05,9.180000000000001e-05,solution_clean_paddle,2
solution_clean_pennylane.py,190,random_matrix,1,1.8e-05,9.15e-05,solution_clean_pennylane,4
solution_clean_pennylane.py,190,random_matrix,1,1.83e-05,8.99e-05,solution_clean_pennylane,1
solution_clean_qiskit.py,261,generate_random_matrix,1,2e-05,8.690000000000001e-05,solution_clean_qiskit,2
solution_clean_qiskit.py,261,generate_random_matrix,1,1.48e-05,8.120000000000001e-05,solution_clean_qiskit,1
solution_clean_pennylane.py,190,random_matrix,1,1.67e-05,8.03e-05,solution_clean_pennylane,2
solution_clean_qiskit.py,261,generate_random_matrix,1,1.52e-05,7.510000000000001e-05,solution_clean_qiskit,4
solution_clean_qiskit.py,261,generate_random_matrix,1,1.4700000000000002e-05,7.42e-05,solution_clean_qiskit,3
solution_clean_paddle.py,165,random_matrix,1,1.46e-05,7.27e-05,solution_clean_paddle,3
solution_clean_paddle.py,248,Mat_generator,1,1.4000000000000001e-05,5.92e-05,solution_clean_paddle,2
solution_clean_paddle.py,248,Mat_generator,1,1.32e-05,4.7600000000000005e-05,solution_clean_paddle,1
solution_clean_paddle.py,248,Mat_generator,1,1.2100000000000001e-05,4.2800000000000004e-05,solution_clean_paddle,4
solution_clean_paddle.py,248,Mat_generator,1,1.0700000000000001e-05,4.0900000000000005e-05,solution_clean_paddle,3
solution_clean_pennylane.py,34,<listcomp>,1,6.4000000000000006e-06,1.02e-05,solution_clean_pennylane,1
solution_clean_pennylane.py,34,<listcomp>,1,4.7e-06,7.000000000000001e-06,solution_clean_pennylane,3
solution_clean_pennylane.py,34,<listcomp>,1,3.8e-06,6.4000000000000006e-06,solution_clean_pennylane,4
solution_clean_pennylane.py,34,<listcomp>,1,3.7e-06,5.8e-06,solution_clean_pennylane,2
solution_clean_pennylane.py,34,<listcomp>,1,3.5000000000000004e-06,5.7000000000000005e-06,solution_clean_pennylane,5
solution_clean_qiskit.py,13,VQSVD,1,4.800000000000001e-06,4.800000000000001e-06,solution_clean_qiskit,2
solution_clean_qiskit.py,13,VQSVD,1,4.5e-06,4.5e-06,solution_clean_qiskit,4
solution_clean_qiskit.py,13,VQSVD,1,4.4e-06,4.4e-06,solution_clean_qiskit,3
solution_clean_qiskit.py,13,VQSVD,1,4.3e-06,4.3e-06,solution_clean_qiskit,1
solution_clean_qiskit.py,13,VQSVD,1,4.3e-06,4.3e-06,solution_clean_qiskit,5
solution_clean_pennylane.py,10,VQSVD,1,3.6000000000000003e-06,3.6000000000000003e-06,solution_clean_pennylane,1
solution_clean_pennylane.py,10,VQSVD,1,3.1000000000000004e-06,3.1000000000000004e-06,solution_clean_pennylane,4
solution_clean_pennylane.py,10,VQSVD,1,3e-06,3e-06,solution_clean_pennylane,3
solution_clean_pennylane.py,10,VQSVD,1,2.9e-06,2.9e-06,solution_clean_pennylane,2
solution_clean_paddle.py,15,VQSVD,1,2.7e-06,2.7e-06,solution_clean_paddle,1
solution_clean_pennylane.py,10,VQSVD,1,2.6e-06,2.6e-06,solution_clean_pennylane,5
solution_clean_paddle.py,15,VQSVD,1,2.4000000000000003e-06,2.4000000000000003e-06,solution_clean_paddle,5
solution_clean_qiskit.py,187,LossPlot,1,2.3e-06,2.3e-06,solution_clean_qiskit,2
solution_clean_qiskit.py,187,LossPlot,1,2.1000000000000002e-06,2.1000000000000002e-06,solution_clean_qiskit,5
solution_clean_qiskit.py,187,LossPlot,1,2.1000000000000002e-06,2.1000000000000002e-06,solution_clean_qiskit,1
solution_clean_paddle.py,15,VQSVD,1,2.0000000000000003e-06,2.0000000000000003e-06,solution_clean_paddle,4
solution_clean_qiskit.py,187,LossPlot,1,1.9e-06,1.9e-06,solution_clean_qiskit,3
solution_clean_paddle.py,15,VQSVD,1,1.9e-06,1.9e-06,solution_clean_paddle,2
solution_clean_qiskit.py,187,LossPlot,1,1.9e-06,1.9e-06,solution_clean_qiskit,4
solution_clean_paddle.py,103,LossPlot,1,1.8000000000000001e-06,1.8000000000000001e-06,solution_clean_paddle,1
solution_clean_paddle.py,15,VQSVD,1,1.7e-06,1.7e-06,solution_clean_paddle,3
