source,line,function,ncalls,tottime,cumtime,backend,run
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.7460000000000002e-05,0.084130834,solution_clean_qiskit,5
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,2.025e-05,0.08138645800000001,solution_clean_qiskit,2
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,1.5416e-05,0.07461345800000001,solution_clean_qiskit,3
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.291e-06,0.07435066700000001,solution_clean_pennylane,1
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.2930000000000006e-06,0.073880417,solution_clean_pennylane,2
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.125000000000001e-06,0.073743958,solution_clean_pennylane,3
solution_clean_pennylane.py,163,plot_matrix_as_image,1,5.918000000000001e-06,0.073135292,solution_clean_pennylane,5
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,9.628e-06,0.072201,solution_clean_qiskit,4
solution_clean_pennylane.py,163,plot_matrix_as_image,1,6.082e-06,0.07219966600000001,solution_clean_pennylane,4
solution_clean_qiskit.py,212,plot_singular_values_comparison,1,9.792e-06,0.060588417000000006,solution_clean_qiskit,1
solution_clean_pennylane.py,39,<listcomp>,12928,0.006121631000000001,0.006121631000000001,solution_clean_pennylane,5
solution_clean_pennylane.py,39,<listcomp>,12928,0.005965034,0.005965034,solution_clean_pennylane,1
solution_clean_pennylane.py,39,<listcomp>,12928,0.005854952,0.005854952,solution_clean_pennylane,4
solution_clean_pennylane.py,39,<listcomp>,12928,0.005783927,0.005783927,solution_clean_pennylane,2
solution_clean_pennylane.py,39,<listcomp>,12928,0.005677592,0.005677592,solution_clean_pennylane,3
solution_clean_qiskit.py,123,<genexpr>,2000,0.000708005,0.0055456,solution_clean_qiskit,5
solution_clean_qiskit.py,123,<genexpr>,2000,0.00068534,0.00540868,solution_clean_qiskit,4
solution_clean_qiskit.py,123,<genexpr>,2000,0.0007027380000000001,0.005403018000000001,solution_clean_qiskit,3
solution_clean_qiskit.py,123,<genexpr>,2000,0.00070742,0.005396775,solution_clean_qiskit,1
solution_clean_qiskit.py,123,<genexpr>,2000,0.0006795210000000001,0.0053296640000000004,solution_clean_qiskit,2
solution_clean_pennylane.py,180,from_image,1,2.9083000000000003e-05,0.0048155,solution_clean_pennylane,4
solution_clean_pennylane.py,180,from_image,1,2.6001e-05,0.004655458,solution_clean_pennylane,3
solution_clean_pennylane.py,180,from_image,1,2.8376e-05,0.004648167,solution_clean_pennylane,2
solution_clean_pennylane.py,180,from_image,1,2.8001000000000002e-05,0.004603167,solution_clean_pennylane,5
solution_clean_pennylane.py,180,from_image,1,3.1833000000000005e-05,0.004541917,solution_clean_pennylane,1
solution_clean_qiskit.py,252,from_image,1,1.8419e-05,0.004501084000000001,solution_clean_qiskit,1
solution_clean_qiskit.py,252,from_image,1,1.3582000000000001e-05,0.0040592910000000005,solution_clean_qiskit,2
solution_clean_qiskit.py,252,from_image,1,1.4083e-05,0.003914459,solution_clean_qiskit,4
solution_clean_qiskit.py,252,from_image,1,1.2041e-05,0.003890334,solution_clean_qiskit,5
solution_clean_qiskit.py,252,from_image,1,1.3876e-05,0.0038373340000000004,solution_clean_qiskit,3
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.00011803900000000001,0.0022357080000000003,solution_clean_qiskit,1
solution_clean_qiskit.py,93,<listcomp>,200,0.000551075,0.001880841,solution_clean_qiskit,3
solution_clean_qiskit.py,93,<listcomp>,200,0.000542479,0.0018663280000000002,solution_clean_qiskit,5
solution_clean_qiskit.py,93,<listcomp>,200,0.000524065,0.001861666,solution_clean_qiskit,1
solution_clean_qiskit.py,93,<listcomp>,200,0.000515337,0.001848844,solution_clean_qiskit,4
solution_clean_qiskit.py,93,<listcomp>,200,0.000530071,0.001831747,solution_clean_qiskit,2
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.00045366700000000005,0.0012410420000000001,solution_clean_qiskit,5
solution_clean_qiskit.py,261,generate_random_matrix,1,2.1459000000000002e-05,0.001128625,solution_clean_qiskit,1
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.688100000000001e-05,0.001043167,solution_clean_pennylane,3
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.7045e-05,0.0010358750000000001,solution_clean_pennylane,1
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.8953e-05,0.001000208,solution_clean_pennylane,2
solution_clean_pennylane.py,112,frobenius_norm_error,1,7.6629e-05,0.000996708,solution_clean_pennylane,4
solution_clean_pennylane.py,112,frobenius_norm_error,1,8.2791e-05,0.0009821670000000002,solution_clean_pennylane,5
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.00011567000000000001,0.000779625,solution_clean_qiskit,3
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000120624,0.000637125,solution_clean_qiskit,2
solution_clean_qiskit.py,155,frobenius_norm_error,1,0.000112125,0.0005672920000000001,solution_clean_qiskit,4
solution_clean_qiskit.py,261,generate_random_matrix,1,3.1e-05,0.00019537500000000002,solution_clean_qiskit,2
solution_clean_pennylane.py,190,random_matrix,1,3.5874e-05,0.000139708,solution_clean_pennylane,5
solution_clean_pennylane.py,190,random_matrix,1,1.6749000000000002e-05,8.6333e-05,solution_clean_pennylane,3
solution_clean_pennylane.py,190,random_matrix,1,1.2333e-05,8.3583e-05,solution_clean_pennylane,4
solution_clean_qiskit.py,261,generate_random_matrix,1,1.3709e-05,8.1833e-05,solution_clean_qiskit,5
solution_clean_pennylane.py,190,random_matrix,1,1.8500000000000002e-05,8.1792e-05,solution_clean_pennylane,2
solution_clean_pennylane.py,190,random_matrix,1,1.4208e-05,8.170800000000001e-05,solution_clean_pennylane,1
solution_clean_qiskit.py,261,generate_random_matrix,1,1.1542e-05,7.8125e-05,solution_clean_qiskit,4
solution_clean_qiskit.py,261,generate_random_matrix,1,1.0667000000000001e-05,7.787500000000001e-05,solution_clean_qiskit,3
solution_clean_qiskit.py,188,__init__,1,1.8760000000000001e-06,6.6709e-05,solution_clean_qiskit,5
solution_clean_qiskit.py,188,__init__,1,1.0083e-05,6.400000000000001e-05,solution_clean_qiskit,2
solution_clean_qiskit.py,188,__init__,1,3.333e-06,4.7292e-05,solution_clean_qiskit,1
solution_clean_qiskit.py,188,__init__,1,2.041e-06,4.7083e-05,solution_clean_qiskit,3
solution_clean_qiskit.py,188,__init__,1,2.0830000000000002e-06,4.2125e-05,solution_clean_qiskit,4
solution_clean_pennylane.py,34,<listcomp>,1,3.826e-06,5.8750000000000005e-06,solution_clean_pennylane,4
solution_clean_pennylane.py,34,<listcomp>,1,3.168e-06,5.042e-06,solution_clean_pennylane,5
solution_clean_pennylane.py,34,<listcomp>,1,3.0470000000000002e-06,4.958000000000001e-06,solution_clean_pennylane,3
solution_clean_pennylane.py,34,<listcomp>,1,3.249e-06,4.875e-06,solution_clean_pennylane,1
solution_clean_pennylane.py,34,<listcomp>,1,3.084e-06,4.667e-06,solution_clean_pennylane,2
solution_clean_qiskit.py,13,VQSVD,1,3.75e-06,3.75e-06,solution_clean_qiskit,1
solution_clean_qiskit.py,13,VQSVD,1,3.542e-06,3.542e-06,solution_clean_qiskit,4
solution_clean_qiskit.py,13,VQSVD,1,3.334e-06,3.334e-06,solution_clean_qiskit,5
solution_clean_qiskit.py,13,VQSVD,1,3.208e-06,3.208e-06,solution_clean_qiskit,3
solution_clean_qiskit.py,13,VQSVD,1,3.125e-06,3.125e-06,solution_clean_qiskit,2
solution_clean_pennylane.py,10,VQSVD,1,2.291e-06,2.291e-06,solution_clean_pennylane,4
solution_clean_pennylane.py,10,VQSVD,1,2.209e-06,2.209e-06,solution_clean_pennylane,5
solution_clean_pennylane.py,10,VQSVD,1,2.2080000000000003e-06,2.2080000000000003e-06,solution_clean_pennylane,3
solution_clean_pennylane.py,10,VQSVD,1,2.166e-06,2.166e-06,solution_clean_pennylane,2
solution_clean_pennylane.py,10,VQSVD,1,1.958e-06,1.958e-06,solution_clean_pennylane,1
solution_clean_qiskit.py,187,LossPlot,1,1.667e-06,1.667e-06,solution_clean_qiskit,1
solution_clean_qiskit.py,187,LossPlot,1,1.5e-06,1.5e-06,solution_clean_qiskit,4
solution_clean_qiskit.py,187,LossPlot,1,1.5e-06,1.5e-06,solution_clean_qiskit,2
solution_clean_qiskit.py,187,LossPlot,1,1.3750000000000002e-06,1.3750000000000002e-06,solution_clean_qiskit,5
solution_clean_qiskit.py,187,LossPlot,1,1.333e-06,1.333e-06,solution_clean_qiskit,3
solution_clean_pennylane.py,128,LossPlot,1,1.25e-06,1.25e-06,solution_clean_pennylane,5
solution_clean_pennylane.py,128,LossPlot,1,1.125e-06,1.125e-06,solution_clean_pennylane,3
solution_clean_qiskit.py,245,MatGenerator,1,9.58e-07,9.58e-07,solution_clean_qiskit,5
solution_clean_pennylane.py,128,LossPlot,1,8.750000000000001e-07,8.750000000000001e-07,solution_clean_pennylane,4
solution_clean_pennylane.py,176,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,solution_clean_pennylane,2
solution_clean_qiskit.py,245,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,solution_clean_qiskit,2
solution_clean_pennylane.py,128,LossPlot,1,8.750000000000001e-07,8.750000000000001e-07,solution_clean_pennylane,2
solution_clean_qiskit.py,245,MatGenerator,1,8.750000000000001e-07,8.750000000000001e-07,solution_clean_qiskit,1
solution_clean_qiskit.py,245,MatGenerator,1,7.92e-07,7.92e-07,solution_clean_qiskit,3
solution_clean_pennylane.py,128,LossPlot,1,7.92e-07,7.92e-07,solution_clean_pennylane,1
solution_clean_pennylane.py,176,MatGenerator,1,7.5e-07,7.5e-07,solution_clean_pennylane,1
solution_clean_qiskit.py,245,MatGenerator,1,7.08e-07,7.08e-07,solution_clean_qiskit,4
solution_clean_pennylane.py,176,MatGenerator,1,7.08e-07,7.08e-07,solution_clean_pennylane,3
solution_clean_pennylane.py,176,MatGenerator,1,6.660000000000001e-07,6.660000000000001e-07,solution_clean_pennylane,4
solution_clean_pennylane.py,176,MatGenerator,1,5.830000000000001e-07,5.830000000000001e-07,solution_clean_pennylane,5
solution_clean_pennylane.py,65,get_matrix_U,1,5.420000000000001e-07,5.420000000000001e-07,solution_clean_pennylane,5
solution_clean_pennylane.py,129,__init__,1,5.420000000000001e-07,5.420000000000001e-07,solution_clean_pennylane,2
solution_clean_pennylane.py,65,get_matrix_U,1,4.1700000000000004e-07,4.1700000000000004e-07,solution_clean_pennylane,4
solution_clean_pennylane.py,65,get_matrix_U,1,4.1700000000000004e-07,4.1700000000000004e-07,solution_clean_pennylane,1
solution_clean_qiskit.py,246,__init__,1,3.75e-07,3.75e-07,solution_clean_qiskit,1
solution_clean_pennylane.py,129,__init__,1,3.75e-07,3.75e-07,solution_clean_pennylane,5
solution_clean_qiskit.py,246,__init__,1,3.75e-07,3.75e-07,solution_clean_qiskit,2
solution_clean_pennylane.py,177,__init__,1,3.75e-07,3.75e-07,solution_clean_pennylane,4
solution_clean_pennylane.py,65,get_matrix_U,1,3.75e-07,3.75e-07,solution_clean_pennylane,3
solution_clean_pennylane.py,177,__init__,1,3.75e-07,3.75e-07,solution_clean_pennylane,3
solution_clean_qiskit.py,246,__init__,1,3.34e-07,3.34e-07,solution_clean_qiskit,4
solution_clean_pennylane.py,129,__init__,1,3.3300000000000003e-07,3.3300000000000003e-07,solution_clean_pennylane,3
solution_clean_pennylane.py,68,get_matrix_V,1,3.3300000000000003e-07,3.3300000000000003e-07,solution_clean_pennylane,4
solution_clean_pennylane.py,129,__init__,1,2.92e-07,2.92e-07,solution_clean_pennylane,1
